Geneid,Chr,Start,End,Strand,Length,ML-sta1_CTTGTA_L005/bowtie1_mapping_ref/ML-sta1_CTTGTA_L005.sorted.bam,ML-exp1_GCCAAT_L006/bowtie1_mapping_ref/ML-exp1_GCCAAT_L006.sorted.bam
gene540,CU928145.2,577422,578237,+,816,0,0
gene541,CU928145.2,578234,579127,+,894,1,2
gene542,CU928145.2,579322,580389,-,1068,0,10
gene543,CU928145.2,580386,580895,-,510,3,4
gene544,CU928145.2,581013,581735,-,723,3,37
gene545,CU928145.2,581738,582232,-,495,307,6994
gene546,CU928145.2,582406,583791,+,1386,37,140
gene547,CU928145.2,583827,584348,-,522,0,8
gene548,CU928145.2,584456,584668,-,213,7,92
gene549,CU928145.2,584670,585536,-,867,7,80
gene550,CU928145.2,586017,586559,+,543,0,11
gene551,CU928145.2,586779,587471,+,693,0,12
gene552,CU928145.2,587502,590111,+,2610,0,3
gene553,CU928145.2,590154,591131,+,978,0,3
gene554,CU928145.2,591142,591657,+,516,0,1
gene555,CU928145.2,591660,592292,-,633,1,2
gene556,CU928145.2,592535,592611,+,77,2,0
gene557,CU928145.2,592541,592663,-,123,0,0
gene558,CU928145.2,592657,593418,-,762,1,68
gene559,CU928145.2,593601,594491,-,891,11,15
gene560,CU928145.2,594492,597464,-,2973,12,25
gene561,CU928145.2,597451,599688,-,2238,23,50
gene562,CU928145.2,599957,601093,-,1137,39,50
gene563,CU928145.2,601197,601508,-,312,5,10
gene564,CU928145.2,601623,601874,-,252,24,128
gene565,CU928145.2,601871,606733,-,4863,77,168
gene566,CU928145.2,606753,607214,-,462,0,0
gene567,CU928145.2,607242,609143,-,1902,2,6
gene568,CU928145.2,609880,611340,-,1461,5,7
gene569,CU928145.2,611318,612001,-,684,11,13
gene570,CU928145.2,612158,613540,+,1383,3,2
gene571,CU928145.2,613564,613896,+,333,0,0
gene572,CU928145.2,613912,615135,+,1224,0,2
gene573,CU928145.2,615147,618290,+,3144,5,10
gene574,CU928145.2,618392,619768,+,1377,5,94
gene575,CU928145.2,619836,621083,-,1248,9,246
gene576,CU928145.2,621191,621844,-,654,18,341
gene577,CU928145.2,621938,622306,-,369,7,63
gene578,CU928145.2,622371,622619,-,249,17,49
gene579,CU928145.2,622685,623803,-,1119,249,8
gene580,CU928145.2,624245,624397,+,153,24,105
gene581,CU928145.2,625022,625651,-,630,21,12
gene582,CU928145.2,625817,628057,-,2241,8,4
gene583,CU928145.2,628378,629502,+,1125,86,8
gene584,CU928145.2,629505,629723,+,219,8,2
gene585,CU928145.2,629720,633601,+,3882,212,23
gene586,CU928145.2,633817,634950,+,1134,2,3
gene587,CU928145.2,634947,635762,-,816,2,2
gene588,CU928145.2,635759,636751,-,993,5,4
gene589,CU928145.2,636748,637752,-,1005,20,27
gene590,CU928145.2,637863,639113,+,1251,5,4
gene591,CU928145.2,639117,640073,-,957,32,16
gene592,CU928145.2,640448,641623,+,1176,9,4
gene593,CU928145.2,641633,643243,+,1611,25,6
gene594,CU928145.2,643257,644114,+,858,7,1
gene595,CU928145.2,644114,644860,+,747,11,1
gene596,CU928145.2,644863,645276,+,414,3,1
gene597,CU928145.2,645457,647562,+,2106,793,231
gene598,CU928145.2,647744,647941,+,198,46,18
gene599,CU928145.2,647951,649039,-,1089,36,19
gene600,CU928145.2,649148,650308,+,1161,4,8
gene601,CU928145.2,650309,650938,-,630,1,19
gene602,CU928145.2,650911,652131,-,1221,2,14
gene603,CU928145.2,652278,653180,-,903,11,21
gene604,CU928145.2,653389,654135,-,747,28,43
gene605,CU928145.2,654507,655070,+,564,622,2195
gene606,CU928145.2,655199,656764,+,1566,101,246
gene607,CU928145.2,656885,657313,-,429,104,325
gene608,CU928145.2,657534,658772,+,1239,82,9
gene609,CU928145.2,659003,659413,-,411,28,279
gene610,CU928145.2,659643,660449,-,807,66,261
gene611,CU928145.2,660563,662026,-,1464,5,24
gene612,CU928145.2,662077,662955,-,879,1,3
gene613,CU928145.2,662930,663481,-,552,0,2
gene614,CU928145.2,663485,665017,-,1533,0,2
gene615,CU928145.2,665028,665936,-,909,0,0
gene616,CU928145.2,665933,666229,-,297,0,0
gene617,CU928145.2,666244,667302,-,1059,1,22
gene618,CU928145.2,667682,669340,+,1659,7,26
gene619,CU928145.2,669309,669989,+,681,1,38
gene620,CU928145.2,670030,671415,-,1386,7,187
gene621,CU928145.2,672004,672564,+,561,113,27
gene622,CU928145.2,672739,672948,+,210,127910,60279
gene623,CU928145.2,673002,673385,-,384,10,43
gene624,CU928145.2,673703,674266,+,564,52,4
gene625,CU928145.2,674395,674598,+,204,38,459
gene626,CU928145.2,674699,675664,-,966,77,336
gene627,CU928145.2,675873,676826,-,954,9,60
gene628,CU928145.2,677085,677726,-,642,10,105
gene629,CU928145.2,677827,678090,-,264,116,973
gene630,CU928145.2,678201,679412,-,1212,26,281
gene631,CU928145.2,679551,680639,-,1089,39,101
gene632,CU928145.2,680650,681762,-,1113,10,63
gene633,CU928145.2,681765,683666,-,1902,9,214
gene634,CU928145.2,683697,684164,-,468,11,61
gene635,CU928145.2,684168,684485,-,318,35,125
gene636,CU928145.2,684746,685357,-,612,8,17
gene637,CU928145.2,685381,686022,-,642,7,25
gene638,CU928145.2,686024,687055,-,1032,41,70
gene639,CU928145.2,687055,687636,-,582,56,167
gene640,CU928145.2,687651,690233,-,2583,271,437
gene641,CU928145.2,690468,690950,+,483,260,44
gene642,CU928145.2,691020,691997,-,978,84,12
gene643,CU928145.2,692161,692868,+,708,0,2
gene644,CU928145.2,692865,694292,+,1428,3,9
gene645,CU928145.2,694302,694856,-,555,1,0
gene646,CU928145.2,694957,695664,+,708,1,6
gene647,CU928145.2,695661,697112,+,1452,4,39
gene648,CU928145.2,697172,698824,-,1653,6,35
gene649,CU928145.2,698815,698884,-,70,0,0
gene650,CU928145.2,698876,700084,+,1209,176,1375
gene651,CU928145.2,700094,700180,-,87,8,7
gene652,CU928145.2,700264,701199,-,936,99,93
gene653,CU928145.2,701317,702042,-,726,10,165
gene654,CU928145.2,702042,702716,-,675,6,15
gene655,CU928145.2,702716,703456,-,741,23,22
gene656,CU928145.2,703468,703625,-,158,2168,73
gene657,CU928145.2,703626,704534,-,909,914,138
gene658,CU928145.2,704989,706065,+,1077,2,18
gene659,CU928145.2,706080,706865,+,786,0,31
gene660,CU928145.2,706943,708481,-,1539,16,74
gene661,CU928145.2,708506,709384,-,879,154,129
gene662,CU928145.2,709474,709941,-,468,59,27
gene663,CU928145.2,709938,711017,-,1080,209,89
gene664,CU928145.2,711131,712555,-,1425,68,137
gene665,CU928145.2,712701,713876,+,1176,159,26
gene666,CU928145.2,714030,714104,-,75,15,49
gene667,CU928145.2,714142,714216,-,75,12,116
gene668,CU928145.2,714265,714341,-,77,1,64
gene669,CU928145.2,714357,714431,-,75,5,399
gene670,CU928145.2,714466,714540,-,75,13,615
gene671,CU928145.2,714564,714648,-,85,8,688
gene672,CU928145.2,714657,714733,-,77,11,38
gene673,CU928145.2,715114,716778,-,1665,5,58
gene674,CU928145.2,717035,717787,-,753,49,113
gene675,CU928145.2,717835,719055,-,1221,70,55
gene676,CU928145.2,719064,720212,-,1149,79,76
gene677,CU928145.2,720272,721072,-,801,40,87
gene678,CU928145.2,721405,723351,+,1947,58,205
gene679,CU928145.2,723554,725218,+,1665,30,189
gene680,CU928145.2,725664,727070,+,1407,4,56
gene681,CU928145.2,727120,727446,+,327,5,14
gene682,CU928145.2,727530,727976,-,447,348,3169
gene683,CU928145.2,728021,728275,+,255,278,200
gene684,CU928145.2,728265,728795,-,531,131,639
gene685,CU928145.2,728935,729228,-,294,2,24
gene686,CU928145.2,729368,730132,-,765,15,39
gene687,CU928145.2,730317,730862,+,546,32,405
gene688,CU928145.2,730888,732528,+,1641,53,287
gene689,CU928145.2,732584,733903,-,1320,59,39
gene690,CU928145.2,733900,736098,-,2199,2,23
gene691,CU928145.2,736788,737465,-,678,23,13
gene692,CU928145.2,737462,740146,-,2685,34,17
gene693,CU928145.2,740139,740711,-,573,1,5
gene694,CU928145.2,740720,742768,-,2049,0,1
gene695,CU928145.2,742791,744464,-,1674,3,1
gene696,CU928145.2,744866,745072,+,207,131,159
gene697,CU928145.2,745315,749508,+,4194,93,148
gene698,CU928145.2,749508,749834,+,327,0,2
gene699,CU928145.2,749952,751385,+,1434,54,55
gene700,CU928145.2,751382,751951,+,570,17,14
gene701,CU928145.2,752177,752431,+,255,2,4
gene702,CU928145.2,752632,753318,+,687,9,18
gene703,CU928145.2,753466,753975,+,510,20,15
gene704,CU928145.2,753972,755390,+,1419,22,8
gene705,CU928145.2,755432,756913,-,1482,8,7
gene706,CU928145.2,757184,757927,+,744,41,45
gene707,CU928145.2,757950,758606,+,657,19,24
gene708,CU928145.2,758600,759532,+,933,19,31
gene709,CU928145.2,759522,760256,+,735,3,24
gene710,CU928145.2,760292,761083,+,792,3,32
gene711,CU928145.2,761080,762126,-,1047,2,108
gene712,CU928145.2,762278,763339,-,1062,10,46
gene713,CU928145.2,763336,764091,-,756,1,4
gene714,CU928145.2,764082,766583,-,2502,1,7
gene715,CU928145.2,766592,767158,-,567,0,8
gene716,CU928145.2,767548,768831,-,1284,298,765
gene717,CU928145.2,769037,769195,-,159,328,7
gene718,CU928145.2,769540,769929,+,390,103,34
gene719,CU928145.2,769923,770270,+,348,25,17
gene720,CU928145.2,770270,772036,+,1767,76,303
gene721,CU928145.2,772052,772768,+,717,29,193
gene722,CU928145.2,772969,775770,+,2802,186,1102
gene723,CU928145.2,775785,777002,+,1218,180,378
gene724,CU928145.2,777096,778262,+,1167,54,316
gene725,CU928145.2,778262,779131,+,870,38,348
gene726,CU928145.2,779132,779232,+,101,5,17
gene727,CU928145.2,779235,779957,-,723,32,39
gene728,CU928145.2,780066,782042,+,1977,1,2
gene729,CU928145.2,782060,784693,+,2634,12,34
gene730,CU928145.2,784718,784945,+,228,6,23
gene731,CU928145.2,785540,787108,+,1569,82,1524
gene732,CU928145.2,787124,788263,+,1140,55,588
gene733,CU928145.2,788391,788684,+,294,31,97
gene734,CU928145.2,788834,789238,+,405,17,131
gene735,CU928145.2,789235,789927,+,693,13,128
gene736,CU928145.2,789931,790359,+,429,1,79
gene737,CU928145.2,790424,791689,+,1266,65,338
gene738,CU928145.2,791822,793114,+,1293,201,583
gene739,CU928145.2,793149,793670,+,522,115,1777
gene740,CU928145.2,793680,794471,+,792,757,870
gene741,CU928145.2,794636,794711,+,76,22,459
gene742,CU928145.2,794747,794822,+,76,0,129
gene743,CU928145.2,794825,794900,+,76,9,344
gene744,CU928145.2,795050,795125,+,76,13,294
gene745,CU928145.2,795129,795204,+,76,3,108
gene746,CU928145.2,795351,795426,+,76,4,177
gene747,CU928145.2,795460,795535,+,76,2,93
gene748,CU928145.2,795940,796983,+,1044,9,42
gene749,CU928145.2,797021,797740,+,720,66,28
gene750,CU928145.2,797737,798678,-,942,54,35
gene751,CU928145.2,798792,799172,-,381,3076,44
gene752,CU928145.2,799488,800540,+,1053,67,159
gene753,CU928145.2,800698,801450,-,753,1707,1058
gene754,CU928145.2,801655,802695,-,1041,39,273
gene755,CU928145.2,802689,803837,-,1149,57,151
gene756,CU928145.2,803841,804887,-,1047,15,98
gene757,CU928145.2,804897,805913,-,1017,36,472
gene758,CU928145.2,806174,807646,-,1473,22,239
gene759,CU928145.2,807574,807720,-,147,0,0
gene760,CU928145.2,807714,808502,-,789,10,46
gene761,CU928145.2,808631,808780,+,150,912,693
gene762,CU928145.2,808947,809720,+,774,6,225
gene763,CU928145.2,809720,810409,+,690,2,58
gene764,CU928145.2,810412,811470,+,1059,4,98
gene765,CU928145.2,811471,812289,-,819,8,39
gene766,CU928145.2,812444,813439,+,996,154,106
gene767,CU928145.2,813480,814196,-,717,11,21
gene768,CU928145.2,814238,814513,+,276,117,1258
gene769,CU928145.2,814432,814935,+,504,25,190
gene770,CU928145.2,814968,815621,+,654,1,0
gene771,CU928145.2,815697,817130,+,1434,8,7
gene772,CU928145.2,817313,819574,+,2262,8,18
gene773,CU928145.2,819808,821091,-,1284,7,85
gene774,CU928145.2,821226,822296,-,1071,22,96
gene775,CU928145.2,822920,823123,+,204,0,18
gene776,CU928145.2,823755,823976,-,222,5,8
gene777,CU928145.2,824075,824386,-,312,1,7
gene778,CU928145.2,824367,824558,-,192,1,1
gene779,CU928145.2,824710,825390,-,681,2,2
gene780,CU928145.2,825387,826172,-,786,3,7
gene781,CU928145.2,826178,826474,-,297,5,2
gene782,CU928145.2,826550,826840,-,291,0,3
gene783,CU928145.2,827354,828109,-,756,33,188
gene784,CU928145.2,828148,828378,+,231,30,54
gene785,CU928145.2,828448,828987,+,540,1,8
gene786,CU928145.2,828984,830003,+,1020,2,12
gene787,CU928145.2,830000,830701,+,702,0,2
gene788,CU928145.2,830698,831000,+,303,0,7
gene789,CU928145.2,831068,831400,+,333,5,255
gene790,CU928145.2,831656,833182,+,1527,19,31
gene791,CU928145.2,833179,833355,+,177,0,1
gene792,CU928145.2,833294,833533,+,240,1,2
gene793,CU928145.2,833852,834361,+,510,17,88
gene794,CU928145.2,834556,835011,+,456,3,5
gene795,CU928145.2,835011,835181,+,171,0,2
gene796,CU928145.2,835174,835464,+,291,0,0
gene797,CU928145.2,835595,835822,+,228,0,0
gene798,CU928145.2,836045,836428,+,384,5,24
gene799,CU928145.2,836617,837699,-,1083,43,144035
gene800,CU928145.2,838288,838503,+,216,2,37
gene801,CU928145.2,838503,839000,+,498,2,10
gene802,CU928145.2,838985,839434,+,450,10,46
gene803,CU928145.2,839640,840161,+,522,2,9
gene804,CU928145.2,840511,840936,-,426,15,284
gene805,CU928145.2,840978,841211,-,234,1,25
gene806,CU928145.2,841600,842145,+,546,1,3
gene807,CU928145.2,842120,843781,+,1662,6,5
gene808,CU928145.2,843826,844044,+,219,0,0
gene809,CU928145.2,844041,844247,+,207,0,0
gene810,CU928145.2,844244,845845,+,1602,3,8
gene811,CU928145.2,845691,847145,+,1455,3,1
gene812,CU928145.2,847149,847487,+,339,0,2
gene813,CU928145.2,847516,848568,+,1053,1,4
gene814,CU928145.2,848571,849005,+,435,2,1
gene815,CU928145.2,849017,849370,+,354,1,1
gene816,CU928145.2,849382,849960,+,579,4,0
gene817,CU928145.2,849957,850352,+,396,0,0
gene818,CU928145.2,850330,851100,+,771,1,2
gene819,CU928145.2,851116,851538,+,423,0,3
gene820,CU928145.2,851520,851954,+,435,1,0
gene821,CU928145.2,851947,854508,+,2562,5,2
gene822,CU928145.2,854505,854834,+,330,3,1
gene823,CU928145.2,854834,855532,+,699,0,2
gene824,CU928145.2,855538,856281,+,744,2,0
gene825,CU928145.2,856179,856850,+,672,3,0
gene826,CU928145.2,856911,860408,+,3498,21,24
gene827,CU928145.2,860479,861078,+,600,2,2
gene828,CU928145.2,861137,864217,+,3081,12,30
gene829,CU928145.2,864217,864801,+,585,7,41
gene830,CU928145.2,864875,866206,-,1332,124,538
gene831,CU928145.2,866103,866297,+,195,1,8
gene832,CU928145.2,866562,866735,+,174,125,31
gene833,CU928145.2,866952,867428,-,477,79,85
gene834,CU928145.2,867487,868776,-,1290,5,11
gene835,CU928145.2,868863,869903,+,1041,1,4
gene836,CU928145.2,869900,871054,+,1155,0,3
gene837,CU928145.2,871041,871796,+,756,1,2
gene838,CU928145.2,871789,872466,+,678,1,4
gene839,CU928145.2,873045,875066,+,2022,110,89
gene840,CU928145.2,875258,876166,-,909,45,152
gene841,CU928145.2,876563,877552,+,990,210,657
gene842,CU928145.2,877574,878086,+,513,4,90
gene843,CU928145.2,878089,878574,+,486,1,64
gene844,CU928145.2,878567,878812,+,246,1,19
gene845,CU928145.2,878814,879266,+,453,7,43
gene846,CU928145.2,879403,880107,+,705,472,243
gene847,CU928145.2,880252,880956,+,705,4,31
gene848,CU928145.2,881026,881739,+,714,1,7
gene849,CU928145.2,881775,882731,-,957,26,2
gene850,CU928145.2,882731,883972,-,1242,28,1
gene851,CU928145.2,883969,884730,-,762,63,0
gene852,CU928145.2,884863,885273,+,411,137,223
gene853,CU928145.2,885235,886341,-,1107,6,34
gene854,CU928145.2,886352,887485,-,1134,9,26
gene855,CU928145.2,887478,889214,-,1737,13,24
gene856,CU928145.2,889207,890205,-,999,7,14
gene857,CU928145.2,890205,890876,-,672,20,19
gene858,CU928145.2,891105,892469,+,1365,16,49
gene859,CU928145.2,892701,893183,-,483,5,17
gene860,CU928145.2,893303,895453,+,2151,9,51
gene861,CU928145.2,895481,896443,+,963,40,56
gene862,CU928145.2,896584,897669,+,1086,26,11
gene863,CU928145.2,897898,898158,-,261,21,30
gene864,CU928145.2,898423,898689,-,267,102,9
gene865,CU928145.2,898763,899440,-,678,6,2
gene866,CU928145.2,899482,901764,-,2283,10,10
gene867,CU928145.2,902029,902433,-,405,180,5
gene868,CU928145.2,902565,903491,+,927,0,5
gene869,CU928145.2,903488,905713,-,2226,98,10
gene870,CU928145.2,905830,906552,-,723,12,229
gene871,CU928145.2,906549,907208,-,660,8,214
gene872,CU928145.2,907347,908093,-,747,88,670
gene873,CU928145.2,908497,909000,-,504,8104,1056
gene874,CU928145.2,909299,910186,-,888,11,25
gene875,CU928145.2,910539,911054,+,516,3522,4336
gene876,CU928145.2,911103,912686,-,1584,11,85
gene877,CU928145.2,913041,913129,-,89,2225,84
gene878,CU928145.2,913272,913739,+,468,75,28
gene879,CU928145.2,913736,914854,+,1119,7,17
gene880,CU928145.2,914913,915833,-,921,162,114
gene881,CU928145.2,916052,917644,+,1593,36,91
gene882,CU928145.2,917923,918903,+,981,183,544
gene883,CU928145.2,919159,920424,-,1266,31,39
gene884,CU928145.2,920576,921391,-,816,14,75
gene885,CU928145.2,921537,923969,-,2433,6,13
gene886,CU928145.2,923975,924901,-,927,1,2
gene887,CU928145.2,925005,925667,+,663,7,3
gene888,CU928145.2,925755,926504,-,750,11,29
gene889,CU928145.2,926504,927739,-,1236,20,22
gene890,CU928145.2,927943,928908,+,966,72,30
gene891,CU928145.2,928928,930766,+,1839,21,52
gene892,CU928145.2,930786,932324,+,1539,18,42
gene893,CU928145.2,932342,933262,+,921,7,17
gene894,CU928145.2,933265,934176,+,912,0,20
gene895,CU928145.2,934354,936702,+,2349,6,370
gene896,CU928145.2,936710,938038,+,1329,2,162
gene897,CU928145.2,938085,939410,-,1326,0,32
gene898,CU928145.2,939623,940006,+,384,8709,418
gene899,CU928145.2,940117,941232,+,1116,41,9
gene900,CU928145.2,941229,941855,-,627,11,24
gene901,CU928145.2,942102,943304,+,1203,54,69
gene902,CU928145.2,943351,944109,-,759,16,57
gene903,CU928145.2,944167,944763,-,597,19,56
gene904,CU928145.2,945048,946280,+,1233,16,27
gene905,CU928145.2,946321,946605,-,285,8,9
gene906,CU928145.2,946691,947506,-,816,2,20
gene907,CU928145.2,947506,948714,-,1209,7,30
gene908,CU928145.2,948798,949334,+,537,1,21
gene909,CU928145.2,949354,949432,-,79,13,11
gene910,CU928145.2,949509,951194,-,1686,38,189
gene911,CU928145.2,951464,951841,+,378,6,68
gene912,CU928145.2,951871,952128,-,258,19,102
gene913,CU928145.2,952288,952575,+,288,3,29
gene914,CU928145.2,952559,953281,+,723,6,37
gene915,CU928145.2,953342,954244,+,903,17,62
gene916,CU928145.2,954332,954808,+,477,7,176
gene917,CU928145.2,955160,956272,+,1113,72,9
gene918,CU928145.2,956367,957500,+,1134,6,2
gene919,CU928145.2,957510,958466,+,957,5,2
gene920,CU928145.2,958459,959304,+,846,3,6
gene921,CU928145.2,959364,959852,+,489,14,31
gene922,CU928145.2,959893,961020,+,1128,4,29
gene923,CU928145.2,961195,961926,-,732,3,39
gene924,CU928145.2,962218,962886,-,669,61,34
gene925,CU928145.2,962886,963602,-,717,37,15
gene926,CU928145.2,963609,964340,-,732,139,36
gene927,CU928145.2,964358,965086,-,729,834,47
gene928,CU928145.2,965304,965819,-,516,126,12
gene929,CU928145.2,965945,966268,+,324,127,39
gene930,CU928145.2,966265,967095,+,831,280,29
gene931,CU928145.2,967092,968105,-,1014,21,17
gene932,CU928145.2,968204,969634,-,1431,13,37
gene933,CU928145.2,969645,970646,-,1002,79,62
gene934,CU928145.2,970683,972401,-,1719,326,14
gene935,CU928145.2,972534,973502,-,969,1,7
gene936,CU928145.2,973514,975166,-,1653,1,4
gene937,CU928145.2,975310,976209,-,900,4,21
gene938,CU928145.2,976704,977399,-,696,116,8
gene939,CU928145.2,977825,979483,+,1659,31,80
gene940,CU928145.2,979480,980472,-,993,65,196
gene941,CU928145.2,980587,981702,+,1116,35,35
gene942,CU928145.2,981699,983645,+,1947,20,41
gene943,CU928145.2,983718,983942,-,225,1110,525
gene944,CU928145.2,984265,984585,+,321,167,133
gene945,CU928145.2,984616,986892,+,2277,972,908
gene946,CU928145.2,987236,987323,-,88,17,66
gene947,CU928145.2,987576,987794,-,219,28,2611
gene948,CU928145.2,988079,988783,-,705,25,15
gene949,CU928145.2,988825,990546,-,1722,21,65
gene950,CU928145.2,990547,992313,-,1767,18,60
gene951,CU928145.2,992436,993401,-,966,278,222
gene952,CU928145.2,993946,994440,+,495,43,1029
gene953,CU928145.2,994575,998642,+,4068,308,582
gene954,CU928145.2,998794,999408,+,615,35,259
gene955,CU928145.2,999419,1000762,+,1344,19,119
gene956,CU928145.2,1000853,1002145,+,1293,128,989
gene957,CU928145.2,1002384,1004828,+,2445,6,176
gene958,CU928145.2,1004839,1005456,+,618,0,21
gene959,CU928145.2,1005458,1006321,+,864,10,35
gene960,CU928145.2,1006357,1006983,-,627,151,7
gene961,CU928145.2,1007297,1008445,+,1149,91,27
gene962,CU928145.2,1008655,1010085,+,1431,0,28
gene963,CU928145.2,1010086,1010994,-,909,8,31
gene964,CU928145.2,1011094,1011684,+,591,5,26
gene965,CU928145.2,1011766,1012506,-,741,785,662
gene966,CU928145.2,1012698,1014980,-,2283,1913,2155
gene967,CU928145.2,1015035,1015892,-,858,537,1478
gene968,CU928145.2,1016297,1018057,-,1761,15,93
gene969,CU928145.2,1018187,1018879,+,693,28,59
gene970,CU928145.2,1019078,1020166,+,1089,106,464
gene971,CU928145.2,1020237,1021520,+,1284,156,201
gene972,CU928145.2,1021689,1022453,+,765,8,23
gene973,CU928145.2,1022626,1023309,+,684,192,88
gene974,CU928145.2,1023420,1025093,+,1674,826,4417
gene975,CU928145.2,1025253,1025537,+,285,364,1208
gene976,CU928145.2,1025744,1028008,+,2265,19,46
